,seqname,gene_name,start,end,strand,gene_id
25878,chr1,FBXO44,11654375,11663327,+,ENSG00000132879.14
26020,chr1,MAD2L2,11658918,11691811,-,ENSG00000116670.16
26243,chr1,FBXO6,11664200,11674354,+,ENSG00000116663.11
26277,chr1,DRAXIN,11691710,11725857,+,ENSG00000162490.7
26297,chr1,AGTRAP,11736084,11754802,+,ENSG00000177674.16
26455,chr1,C1orf167,11761787,11789585,+,ENSG00000215910.8
26643,chr1,C1orf167-AS1,11777077,11779619,-,ENSG00000177553.6
26648,chr1,MTHFR,11785723,11806455,-,ENSG00000177000.13
26976,chr1,CLCN6,11806096,11848079,+,ENSG00000011021.23
27239,chr1,ENSG00000276470,11843812,11843984,+,ENSG00000276470.1
27242,chr1,ENSG00000278852,11845549,11845697,+,ENSG00000278852.1
27245,chr1,NPPA,11845709,11848345,-,ENSG00000175206.11
27268,chr1,ENSG00000275915,11847442,11847549,+,ENSG00000275915.1
27271,chr1,NPPB,11857464,11858945,-,ENSG00000120937.9
27283,chr1,SBF1P2,11877770,11880406,+,ENSG00000224904.1
27286,chr1,ENSG00000285646,11907940,11914298,+,ENSG00000285646.2
27305,chr1,RNU5E-1,11908152,11908271,+,ENSG00000199347.1
27308,chr1,RNU5E-4P,11909808,11909927,-,ENSG00000201801.1
27311,chr1,KIAA2013,11919591,11926428,-,ENSG00000116685.16
27345,chr1,PLOD1,11934205,11975538,+,ENSG00000083444.17
27458,chr1,ENSG00000287384,11979533,11980127,-,ENSG00000287384.1
27461,chr1,MFN2,11980181,12015211,+,ENSG00000116688.18
28336,chr1,ENSG00000270914,12017216,12017308,-,ENSG00000270914.1
28339,chr1,MIIP,12019466,12032045,+,ENSG00000116691.11
28399,chr1,Y_RNA,12024012,12024124,-,ENSG00000202461.1
28402,chr1,MIR6729,12029158,12029222,+,ENSG00000276869.1
28405,chr1,RN7SL649P,12036740,12037014,-,ENSG00000243539.3
28408,chr1,TNFRSF8,12063303,12144207,+,ENSG00000120949.15
28530,chr1,RNU6-777P,12077881,12077984,-,ENSG00000201135.1
28533,chr1,RPL23AP89,12080293,12080547,-,ENSG00000227875.2
28536,chr1,ENSG00000285604,12088441,12092264,-,ENSG00000285604.1
28542,chr1,MIR7846,12166943,12167038,+,ENSG00000283789.1
28545,chr1,TNFRSF1B,12166991,12209228,+,ENSG00000028137.19
28600,chr1,MIR4632,12191713,12191773,+,ENSG00000263676.1
28603,chr1,RPL10P17,12220794,12221109,-,ENSG00000225196.2
28606,chr1,SNORA70,12221148,12221271,-,ENSG00000252969.1
28609,chr1,VPS13D,12230030,12512047,+,ENSG00000048707.15
29255,chr1,SNORA59A,12507246,12507397,+,ENSG00000239149.1
29258,chr1,LINC02766,12525716,12530691,+,ENSG00000229484.3
29271,chr1,DHRS3,12567910,12618210,-,ENSG00000162496.9
29314,chr1,RNU6ATAC18P,12569972,12570072,-,ENSG00000221340.1
29317,chr1,MIR6730,12578957,12579023,-,ENSG00000276830.1
29320,chr1,ENSG00000288927,12618389,12618987,+,ENSG00000288927.2
29326,chr1,ENSG00000272482,12618900,12619980,-,ENSG00000272482.2
29329,chr1,AADACL4,12644085,12667076,+,ENSG00000204518.3
29343,chr1,ENSG00000226166,12692909,12693020,+,ENSG00000226166.2
29346,chr1,AADACL3,12716110,12728760,+,ENSG00000188984.12
29364,chr1,CFAP107,12746200,12763699,+,ENSG00000157330.10
29392,chr1,PRAMEF12,12773738,12777906,+,ENSG00000116726.5
29404,chr1,PRAMEF1,12791397,12796628,+,ENSG00000116721.9
29421,chr1,LINC01784,12822686,12823159,-,ENSG00000228338.1
29425,chr1,PRAMEF11,12824605,12831410,-,ENSG00000239810.3
29439,chr1,PRAMEF30P,12838125,12841357,-,ENSG00000231103.2
29445,chr1,HNRNPCL1,12847377,12848720,-,ENSG00000179172.10
29455,chr1,PRAMEF2,12857086,12861909,+,ENSG00000120952.4
29469,chr1,PRAMEF4,12879212,12886201,-,ENSG00000243073.4
29483,chr1,PRAMEF10,12892896,12898270,-,ENSG00000187545.5
29497,chr1,PRAMEF7,12916610,12920751,+,ENSG00000204510.6
29522,chr1,RNU6-1072P,12922554,12922660,+,ENSG00000207434.1
29525,chr1,PRAMEF29P,12926162,12928253,+,ENSG00000234064.1
29529,chr1,PRAMEF6,12938472,12947580,-,ENSG00000232423.6
29556,chr1,PRAMEF28P,13029339,13032130,+,ENSG00000274178.2
29561,chr1,PRAMEF27,13049476,13056575,-,ENSG00000274764.6
29575,chr1,HNRNPCL3,13060769,13062878,+,ENSG00000277058.3
29592,chr1,PRAMEF25,13068677,13077884,+,ENSG00000229571.7
29619,chr1,PRAMEF34P,13095179,13097971,-,ENSG00000277862.1
29624,chr1,PRAMEF35P,13104403,13105689,-,ENSG00000236179.1
29628,chr1,HNRNPCL2,13115488,13116854,-,ENSG00000275774.3
29638,chr1,PRAMEF36P,13128818,13131615,+,ENSG00000229978.1
29646,chr1,ENSG00000233336,13146981,13147460,-,ENSG00000233336.1
29650,chr1,PRAMEF26,13148905,13158116,-,ENSG00000280267.6
29682,chr1,HNRNPCL4,13163914,13165631,-,ENSG00000179412.11
29690,chr1,PRAMEF9,13171848,13179459,+,ENSG00000204505.5
29704,chr1,PRAMEF13,13196188,13201409,-,ENSG00000279169.3
29727,chr1,PRAMEF18,13222695,13226154,-,ENSG00000279804.3
29739,chr1,PRAMEF31P,13245863,13248652,+,ENSG00000250894.1
29744,chr1,PRAMEF5,13254198,13263435,+,ENSG00000270601.5
29758,chr1,PRAMEF32P,13273539,13275627,-,ENSG00000231219.1
29762,chr1,RNU6-771P,13279125,13279231,-,ENSG00000207511.1
29765,chr1,PRAMEF8,13281304,13285137,-,ENSG00000182330.11
29790,chr1,PRAMEF33,13303539,13308907,+,ENSG00000237700.2
29804,chr1,PRAMEF15,13315581,13322598,+,ENSG00000204501.7
29818,chr1,ENSG00000228229,13324039,13324518,+,ENSG00000228229.2
29822,chr1,PRAMEF14,13341892,13347134,-,ENSG00000204481.8
29839,chr1,PRAMEF19,13368431,13371947,-,ENSG00000204480.9
29851,chr1,PRAMEF17,13389632,13392629,+,ENSG00000204479.4
29863,chr1,PRAMEF20,13410450,13421328,+,ENSG00000204478.11
29877,chr1,LRRC38,13474973,13514003,-,ENSG00000162494.6
29887,chr1,ENSG00000259961,13513220,13516270,+,ENSG00000259961.1
29892,chr1,BRWD1P1,13555001,13555694,+,ENSG00000215909.3
29896,chr1,PDPN,13583465,13617957,+,ENSG00000162493.17
30074,chr1,RNA5SP41,13623184,13623284,-,ENSG00000222952.1
30077,chr1,ENSG00000237445,13657311,13659910,-,ENSG00000237445.2
30081,chr1,ENSG00000253085,13696070,13696199,-,ENSG00000253085.1
30084,chr1,PRDM2,13700188,13825079,+,ENSG00000116731.23
30276,chr1,ENSG00000289380,13757778,13758465,+,ENSG00000289380.1
30279,chr1,KAZN,13892792,15118043,+,ENSG00000189337.17
30472,chr1,RNU6-1265P,14124233,14124335,-,ENSG00000252151.1
30475,chr1,ENSG00000231606,14221887,14304445,-,ENSG00000231606.2
30485,chr1,KAZN-AS1,14338825,14419973,-,ENSG00000234593.3
30524,chr1,TBCAP2,14692129,14692613,-,ENSG00000235829.1
30528,chr1,ENSG00000287756,14774469,14777727,-,ENSG00000287756.1
30532,chr1,TMEM51-AS1,15111815,15153618,-,ENSG00000175147.13
30562,chr1,TMEM51,15152532,15220478,+,ENSG00000171729.14
30633,chr1,TMEM51-AS2,15164344,15171317,-,ENSG00000204464.7
30640,chr1,MFFP1,15191828,15192845,-,ENSG00000215720.4
30644,chr1,ZBTB2P1,15226373,15227549,+,ENSG00000278480.1
30648,chr1,FHAD1,15236521,15400283,+,ENSG00000142621.21
31201,chr1,FHAD1-AS1,15326680,15343876,-,ENSG00000233485.1
31205,chr1,ENSG00000236045,15334166,15335464,-,ENSG00000236045.1
31209,chr1,EFHD2-AS1,15402979,15409433,-,ENSG00000228140.2
31218,chr1,EFHD2,15409888,15430339,+,ENSG00000142634.13
31245,chr1,CTRC,15438442,15449242,+,ENSG00000162438.12
31293,chr1,CELA2A,15456728,15472091,+,ENSG00000142615.8
31323,chr1,CELA2B,15465909,15491395,+,ENSG00000215704.10
31365,chr1,CASP9,15490832,15526534,-,ENSG00000132906.18
31547,chr1,DNAJC16,15526813,15592379,+,ENSG00000116138.13
31754,chr1,SCARNA21B,15542165,15542304,+,ENSG00000251866.1
31757,chr1,ENSG00000272510,15565611,15565956,-,ENSG00000272510.1
31760,chr1,AGMAT,15571699,15585051,-,ENSG00000116771.6
31780,chr1,ENSG00000237301,15586136,15603626,-,ENSG00000237301.1
31784,chr1,CHCHD2P6,15604597,15605043,+,ENSG00000235084.3
31787,chr1,RNU7-179P,15608078,15608145,-,ENSG00000252417.1
31790,chr1,CD24P1,15614643,15614867,-,ENSG00000236500.1
31793,chr1,DDI2,15617458,15669044,+,ENSG00000197312.12
31860,chr1,RSC1A1,15659713,15662033,+,ENSG00000215695.2
31868,chr1,ENSG00000271742,15682873,15683128,-,ENSG00000271742.1
31871,chr1,PLEKHM2,15684320,15734769,+,ENSG00000116786.13
32021,chr1,ENSG00000237938,15720312,15736896,-,ENSG00000237938.5
32037,chr1,SLC25A34,15736258,15741392,+,ENSG00000162461.8
32061,chr1,SLC25A34-AS1,15740048,15749896,-,ENSG00000224459.2
32065,chr1,TMEM82,15742499,15747982,+,ENSG00000162460.7
32087,chr1,FBLIM1,15756607,15786594,+,ENSG00000162458.13
32276,chr1,RPL12P14,15792796,15793285,+,ENSG00000224321.1
32279,chr1,UQCRHL,15807169,15809348,-,ENSG00000233954.7
32293,chr1,ENSG00000178715,15828232,15828669,+,ENSG00000178715.8
32296,chr1,SPEN-AS1,15834474,15848147,-,ENSG00000179743.4
32300,chr1,SPEN,15836095,15940456,+,ENSG00000065526.12
32395,chr1,ENSG00000270620,15917698,15917908,-,ENSG00000270620.1
32398,chr1,ZBTB17,15941869,15976132,-,ENSG00000116809.12
32579,chr1,ENSG00000234607,15969632,15970194,+,ENSG00000234607.2
32582,chr1,ENSG00000231353,15988182,15988441,+,ENSG00000231353.1
32585,chr1,ENSG00000275503,15989140,15989375,-,ENSG00000275503.1
32588,chr1,TBC1D3P6,15989871,15994751,+,ENSG00000224966.4
32598,chr1,SRARP,16004236,16008807,+,ENSG00000183888.4
32608,chr1,ENSG00000233078,16006160,16006671,-,ENSG00000233078.1
32612,chr1,HSPB7,16014028,16019594,-,ENSG00000173641.18
32682,chr1,CLCNKA,16018875,16034050,+,ENSG00000186510.12
32863,chr1,ENSG00000232456,16035178,16040029,-,ENSG00000232456.1
32870,chr1,CLCNKB,16040252,16057311,+,ENSG00000184908.20
33352,chr1,FAM131C,16057769,16073651,-,ENSG00000185519.9
33379,chr1,EPHA2,16124337,16156069,-,ENSG00000142627.13
33432,chr1,EPHA2-AS1,16155176,16158148,+,ENSG00000227959.2
33436,chr1,ENSG00000224621,16159266,16161883,+,ENSG00000224621.1
33440,chr1,ARHGEF19-AS1,16197854,16198357,+,ENSG00000234166.1
33444,chr1,ARHGEF19,16197854,16212652,-,ENSG00000142632.17
33524,chr1,ANO7L1,16215907,16228027,-,ENSG00000237276.9
33550,chr1,ENSG00000288398,16228674,16231335,-,ENSG00000288398.1
33553,chr1,CPLANE2,16231692,16237183,-,ENSG00000132881.12
33578,chr1,MT1XP1,16241213,16241398,-,ENSG00000233929.1
33581,chr1,FBXO42,16246840,16352480,-,ENSG00000037637.11
33631,chr1,SZRD1,16352575,16398145,+,ENSG00000055070.17
33719,chr1,RPL22P3,16369150,16369530,-,ENSG00000226457.1
33722,chr1,SPATA21,16387117,16437424,-,ENSG00000187144.11
33839,chr1,NECAP2,16440721,16460078,+,ENSG00000157191.20
34016,chr1,LINC01772,16460948,16468481,+,ENSG00000226029.1
34020,chr1,CROCCP3,16467436,16499257,-,ENSG00000080947.15
34078,chr1,RNU1-1,16514122,16514285,-,ENSG00000206652.1
34081,chr1,ENSG00000261135,16514645,16515754,+,ENSG00000261135.1
34084,chr1,ENSG00000285853,16515034,16521788,+,ENSG00000285853.1
34089,chr1,ENSG00000224174,16520694,16521796,+,ENSG00000224174.2
34093,chr1,LINC01783,16533886,16535649,-,ENSG00000233421.5
34097,chr1,RNU1-6P,16534081,16534224,-,ENSG00000277344.1
34100,chr1,PDE4DIPP8,16548651,16552531,-,ENSG00000225710.1
34105,chr1,NBPF1,16562319,16613562,-,ENSG00000219481.11
34227,chr1,ENSG00000271732,16617391,16617729,+,ENSG00000271732.1
34230,chr1,CROCCP2,16618253,16657232,-,ENSG00000215908.11
34307,chr1,ENSG00000283773,16642767,16643109,-,ENSG00000283773.1
34311,chr1,MST1P2,16645622,16650289,+,ENSG00000186301.8
34331,chr1,ENSG00000282143,16656879,16667524,+,ENSG00000282143.1
34336,chr1,RNU1-3,16666785,16666948,-,ENSG00000207513.1
34339,chr1,ENSG00000280114,16681097,16688749,-,ENSG00000280114.1
34346,chr1,EIF1AXP1,16685621,16686055,-,ENSG00000236698.1
34349,chr1,ESPNP,16687339,16720157,-,ENSG00000268869.6
34370,chr1,ENSG00000279151,16701546,16705594,+,ENSG00000279151.1
34375,chr1,ENSG00000282740,16739938,16750589,-,ENSG00000282740.1
34380,chr1,CROCC,16740273,16972964,+,ENSG00000058453.17
34610,chr1,CROCCP4,16740280,16750968,+,ENSG00000227684.2
34619,chr1,RNU1-4,16740516,16740679,+,ENSG00000207389.1
34622,chr1,MST1L,16754910,16770237,-,ENSG00000186715.11
34682,chr1,ENSG00000223643,16851257,16853129,-,ENSG00000223643.6
34692,chr1,PDE4DIPP9,16855407,16859284,+,ENSG00000230239.1
34697,chr1,MIR3675,16858949,16859021,-,ENSG00000263811.1
34700,chr1,ENSG00000228549,16870945,16883659,+,ENSG00000228549.5
34728,chr1,RNU1-5P,16873708,16873851,+,ENSG00000277234.1
34731,chr1,ENSG00000238142,16887577,16889725,-,ENSG00000238142.4
34762,chr1,ENSG00000235241,16889095,16889602,+,ENSG00000235241.1
34765,chr1,RNU1-2,16895980,16896143,+,ENSG00000207005.1
34768,chr1,ENSG00000272426,16904339,16904776,-,ENSG00000272426.1
34771,chr1,ENSG00000290122,16905199,16905396,+,ENSG00000290122.1
34774,chr1,MFAP2,16974502,16980632,-,ENSG00000117122.14
34844,chr1,ENSG00000286898,16976302,16977792,+,ENSG00000286898.1
34848,chr1,ENSG00000226526,16978926,17005091,+,ENSG00000226526.1
34852,chr1,ATP13A2,16985958,17011928,-,ENSG00000159363.19
35176,chr1,ENSG00000288636,17005068,17011757,-,ENSG00000288636.1
35189,chr1,SDHB,17018722,17054032,-,ENSG00000117118.10
35263,chr1,PADI2,17066761,17119451,-,ENSG00000117115.13
35341,chr1,LINC02783,17189783,17197617,+,ENSG00000204362.6
35351,chr1,ENSG00000282843,17193232,17201733,-,ENSG00000282843.1
35358,chr1,PADI1,17205128,17246007,+,ENSG00000142623.11
35408,chr1,PADI3,17249098,17284233,+,ENSG00000142619.4
35446,chr1,MIR3972,17277889,17277975,+,ENSG00000266634.1
35449,chr1,PADI4,17308195,17364004,+,ENSG00000159339.13
35514,chr1,PADI6,17372196,17401699,+,ENSG00000276747.1
35552,chr1,RCC2-AS1,17406760,17407382,+,ENSG00000227751.1
35556,chr1,RCC2,17406760,17439677,-,ENSG00000179051.14
35620,chr1,ENSG00000290096,17439186,17439328,-,ENSG00000290096.1
35623,chr1,ARHGEF10L,17539698,17697874,+,ENSG00000074964.17
35863,chr1,LINC02810,17717625,17749978,+,ENSG00000236648.2
35882,chr1,ACTL8,17755333,17827063,+,ENSG00000117148.8
35903,chr1,ENSG00000284653,18015712,18045612,+,ENSG00000284653.1
35909,chr1,LINC01654,18065657,18074412,+,ENSG00000261781.1
35914,chr1,IGSF21,18107798,18378483,+,ENSG00000117154.12
35957,chr1,ENSG00000280222,18109389,18115861,+,ENSG00000280222.1
35960,chr1,IGSF21-AS1,18166929,18179346,-,ENSG00000230035.2
35966,chr1,ENSG00000225387,18385829,18388514,+,ENSG00000225387.1
35970,chr1,KLHDC7A,18480930,18485974,+,ENSG00000179023.9
35978,chr1,DYNLL1P3,18513118,18513383,+,ENSG00000235282.3
35981,chr1,ENSG00000225478,18595414,18595636,+,ENSG00000225478.2
35984,chr1,PAX7,18630846,18748866,+,ENSG00000009709.12
36050,chr1,TAS1R2,18839599,18859660,-,ENSG00000179002.6
36067,chr1,ALDH4A1,18871430,18902724,-,ENSG00000159423.17
36228,chr1,MIR4695,18883202,18883275,-,ENSG00000265606.1
36231,chr1,MIR1290,18897071,18897148,-,ENSG00000221662.1
36234,chr1,IFFO2,18904280,18956676,-,ENSG00000169991.11
36286,chr1,ENSG00000272084,19072110,19075511,-,ENSG00000272084.1
36289,chr1,UBR4,19074510,19210266,-,ENSG00000127481.15
36782,chr1,EMC1-AS1,19210348,19240709,+,ENSG00000230424.3
36789,chr1,EMC1,19215660,19251552,-,ENSG00000127463.16
37529,chr1,MRTO4,19251805,19260128,+,ENSG00000053372.5
37559,chr1,ENSG00000286064,19260521,19262307,-,ENSG00000286064.1
37563,chr1,AKR7L,19265982,19274194,-,ENSG00000211454.16
37599,chr1,AKR7A3,19282573,19288770,-,ENSG00000162482.5
37619,chr1,ENSG00000270728,19297080,19297903,+,ENSG00000270728.1
37623,chr1,AKR7A2,19303965,19312144,-,ENSG00000053371.13
37688,chr1,RNU6-1099P,19305076,19305182,-,ENSG00000200403.1
37691,chr1,SLC66A1,19312326,19329300,+,ENSG00000040487.13
37812,chr1,CAPZB,19338775,19485539,-,ENSG00000077549.19
38039,chr1,RN7SL277P,19424384,19424671,+,ENSG00000240490.3
38042,chr1,MICOS10,19484403,19629821,+,ENSG00000173436.15
38120,chr1,RNU4-28P,19510593,19510733,+,ENSG00000201609.1
38123,chr1,MICOS10-DT,19591802,19596832,-,ENSG00000235185.1
38127,chr1,NBL1,19596979,19658456,+,ENSG00000158747.15
38296,chr1,MICOS10-NBL1,19597067,19656927,+,ENSG00000270136.6
38356,chr1,ENSG00000226396,19608114,19608568,+,ENSG00000226396.1
38359,chr1,HTR6,19664875,19680966,+,ENSG00000158748.4
38371,chr1,TMCO4,19682240,19799945,-,ENSG00000162542.14
38484,chr1,RNF186,19814029,19815283,-,ENSG00000178828.7
38492,chr1,RNF186-AS1,19814367,19819502,+,ENSG00000235434.1
38496,chr1,OTUD3,19882395,19912945,+,ENSG00000169914.6
38525,chr1,PLA2G2E,19920009,19923617,-,ENSG00000188784.4
38539,chr1,RN7SL304P,19970969,19971269,+,ENSG00000242688.3
38542,chr1,PLA2G2A,19975431,19980416,-,ENSG00000188257.12
38612,chr1,PLA2G5,20028179,20091911,+,ENSG00000127472.11
38686,chr1,PLA2G2D,20111939,20119566,-,ENSG00000117215.15
38711,chr1,PLA2G2F,20139323,20150381,+,ENSG00000158786.5
38730,chr1,ENSG00000227066,20154171,20160568,+,ENSG00000227066.2
38743,chr1,PLA2G2C,20161253,20186518,-,ENSG00000187980.7
38788,chr1,UBXN10,20186096,20196050,+,ENSG00000162543.6
38798,chr1,LINC01757,20243095,20244664,+,ENSG00000228105.2
38806,chr1,ENSG00000284710,20272018,20275005,+,ENSG00000284710.1
38814,chr1,VWA5B1,20290875,20359518,+,ENSG00000158816.16
39055,chr1,ENSG00000226664,20294211,20323187,-,ENSG00000226664.1
39059,chr1,LINC01141,20360579,20431234,-,ENSG00000236963.9
39210,chr1,ENSG00000226487,20412304,20413253,-,ENSG00000226487.1
39215,chr1,ENSG00000284641,20476222,20478937,+,ENSG00000284641.1
39222,chr1,ENSG00000284743,20478779,20480397,-,ENSG00000284743.1
39226,chr1,CAMK2N1,20482391,20486210,-,ENSG00000162545.6
39239,chr1,ENSG00000289402,20486358,20487405,-,ENSG00000289402.2
39246,chr1,MUL1,20499448,20508151,-,ENSG00000090432.7
39260,chr1,RPS4XP4,20525989,20526751,+,ENSG00000215520.3
39263,chr1,FAM43B,20552573,20555020,+,ENSG00000183114.8
39271,chr1,CDA,20589086,20618903,+,ENSG00000158825.6
39289,chr1,PINK1,20633458,20651511,+,ENSG00000158828.8
39322,chr1,MIR6084,20633679,20633788,+,ENSG00000284005.1
39325,chr1,PINK1-AS,20642657,20652193,-,ENSG00000117242.7
39330,chr1,DDOST,20651767,20661544,-,ENSG00000244038.11
39402,chr1,KIF17,20664014,20718017,-,ENSG00000117245.13
39545,chr1,ENSG00000235432,20692734,20694013,-,ENSG00000235432.1
39551,chr1,SH2D5,20719731,20732837,-,ENSG00000189410.12
39661,chr1,ENSG00000233069,20732880,20733952,+,ENSG00000233069.1
39665,chr1,HP1BP3,20740266,20787323,-,ENSG00000127483.19
39865,chr1,EIF4G3,20806292,21177285,-,ENSG00000075151.24
40966,chr1,RNU7-200P,20841241,20841302,+,ENSG00000251914.1
40969,chr1,MIR1256,20988314,20988432,-,ENSG00000221808.1
40972,chr1,RPS15AP6,21003550,21003934,-,ENSG00000233072.1
40975,chr1,ENSG00000236073,21073639,21073753,-,ENSG00000236073.2
40978,chr1,HSPE1P27,21161475,21162081,+,ENSG00000235112.1
40982,chr1,ENSG00000287192,21177054,21178164,+,ENSG00000287192.1
40985,chr1,ECE1,21217247,21345572,-,ENSG00000117298.16
41304,chr1,ENSG00000236936,21266082,21267251,+,ENSG00000236936.1
41309,chr1,ECE1-AS1,21293290,21299874,+,ENSG00000231105.2
41318,chr1,PPP1R11P1,21397987,21398362,+,ENSG00000236216.5
41321,chr1,PDE4DIPP10,21411460,21413293,-,ENSG00000228823.1
41325,chr1,ENSG00000236009,21415898,21417492,+,ENSG00000236009.1
41334,chr1,NBPF2P,21424625,21427967,-,ENSG00000227001.3
41341,chr1,HS6ST1P1,21428303,21429536,+,ENSG00000187952.9
41344,chr1,CROCCP5,21434318,21437558,+,ENSG00000186543.7
41351,chr1,NBPF3,21440128,21485005,+,ENSG00000142794.19
41628,chr1,PFN1P10,21459756,21460082,-,ENSG00000176378.8
41631,chr1,ALPL,21509397,21578410,+,ENSG00000162551.14
41764,chr1,ENSG00000289715,21547404,21554002,+,ENSG00000289715.1
41773,chr1,LINC02596,21586472,21591187,+,ENSG00000233431.1
41777,chr1,RAP1GAP,21596221,21669357,-,ENSG00000076864.21
42188,chr1,USP48,21678298,21783606,-,ENSG00000090686.16
42505,chr1,ENSG00000231978,21768269,21768575,+,ENSG00000231978.2
42508,chr1,LDLRAD2,21812265,21825225,+,ENSG00000187942.12
42544,chr1,HSPG2,21822244,21937310,-,ENSG00000142798.20
42862,chr1,ENSG00000232037,21908098,21908580,+,ENSG00000232037.3
42865,chr1,ENSG00000283234,21950679,21956871,-,ENSG00000283234.1
42871,chr1,CELA3B,21977022,21998642,+,ENSG00000219073.8
42917,chr1,ENSG00000285959,21983606,22030617,+,ENSG00000285959.1
42933,chr1,RN7SL386P,21987481,21987777,+,ENSG00000273610.1
42936,chr1,RNU6-1022P,21987816,21987919,+,ENSG00000201919.1
42939,chr1,CELA3A,22001657,22012542,+,ENSG00000142789.20
42977,chr1,RN7SL186P,22010650,22010946,+,ENSG00000278124.1
42980,chr1,RNU6-776P,22010985,22011088,+,ENSG00000201273.1
42983,chr1,LINC01635,22023990,22026048,-,ENSG00000228397.3
43004,chr1,LINC00339,22024558,22031223,+,ENSG00000218510.9
43049,chr1,ENSG00000289694,22025142,22092943,+,ENSG00000289694.1
43084,chr1,CDC42-AS1,22028317,22052927,-,ENSG00000285752.1
43089,chr1,ENSG00000285794,22030527,22030748,+,ENSG00000285794.1
43092,chr1,CDC42,22052627,22101360,+,ENSG00000070831.18
43497,chr1,CDC42-IT1,22059197,22064199,+,ENSG00000230068.2
43501,chr1,MPHOSPH6P1,22068340,22068827,-,ENSG00000271428.1
43504,chr1,WNT4,22117313,22143969,-,ENSG00000162552.15
43536,chr1,ENSG00000285873,22142850,22157401,+,ENSG00000285873.1
43543,chr1,MIR4418,22266239,22266300,+,ENSG00000266564.1
43546,chr1,PPIAP34,22322840,22323331,-,ENSG00000234397.3
43549,chr1,ENSG00000279625,22364630,22366482,-,ENSG00000279625.1
43552,chr1,ZBTB40,22428838,22531157,+,ENSG00000184677.18
43712,chr1,ZBTB40-IT1,22517474,22519708,+,ENSG00000237200.1
43716,chr1,EPHA8,22563489,22603595,+,ENSG00000070886.12
43771,chr1,MIR6127,22633258,22633366,-,ENSG00000276835.2
43774,chr1,C1QA,22635077,22639678,+,ENSG00000173372.18
43903,chr1,ENSG00000289692,22636506,22644067,+,ENSG00000289692.1
43928,chr1,C1QC,22643014,22648110,+,ENSG00000159189.13
44013,chr1,C1QB,22652762,22661637,+,ENSG00000173369.18
44155,chr1,EPHB2,22710839,22921500,+,ENSG00000133216.17
44334,chr1,MIR4684,22719517,22719598,+,ENSG00000265422.1
44337,chr1,ENSG00000225952,22835713,22836849,-,ENSG00000225952.1
44341,chr1,MIR4253,22863159,22863226,-,ENSG00000264014.1
44344,chr1,LACTBL1,22953043,22972866,-,ENSG00000215906.9
44366,chr1,TEX46,23010834,23019100,-,ENSG00000227868.7
44399,chr1,KDM1A,23019443,23083689,+,ENSG00000004487.18
45426,chr1,ENSG00000240553,23020147,23088058,-,ENSG00000240553.1
45430,chr1,MIR3115,23044305,23044372,+,ENSG00000263793.1
45433,chr1,ENSG00000266802,23057858,23057934,-,ENSG00000266802.1
45436,chr1,LUZP1,23084030,23177808,-,ENSG00000169641.14
45485,chr1,ENSG00000229010,23140325,23141142,+,ENSG00000229010.1
45488,chr1,RNU6-514P,23162704,23162810,+,ENSG00000206935.1
45491,chr1,RNU6-135P,23163953,23164053,+,ENSG00000252578.1
45494,chr1,ENSG00000289014,23167098,23167889,-,ENSG00000289014.1
45497,chr1,HTR1D,23191895,23217502,-,ENSG00000179546.5
45507,chr1,ENSG00000215381,23244765,23245224,+,ENSG00000215381.3
45510,chr1,LINC01355,23281307,23287488,-,ENSG00000261326.4
45529,chr1,ENSG00000284726,23297797,23302866,+,ENSG00000284726.1
45533,chr1,HNRNPR,23303771,23344336,-,ENSG00000125944.21
45771,chr1,ZNF436,23359448,23369836,-,ENSG00000125945.15
45796,chr1,ZNF436-AS1,23368939,23371839,+,ENSG00000249087.9
45836,chr1,Y_RNA,23370254,23370346,+,ENSG00000201405.1
45839,chr1,ENSG00000271420,23378380,23379029,-,ENSG00000271420.1
45842,chr1,TCEA3,23380909,23424748,-,ENSG00000204219.11
45935,chr1,ENSG00000232482,23410832,23412146,+,ENSG00000232482.2
45940,chr1,ASAP3,23428563,23484568,-,ENSG00000088280.20
46214,chr1,E2F2,23506438,23531233,-,ENSG00000007968.7
